id_musica,titulo,artista,genero,ano_lancamento,duracao_ms,popularidade,streams_milhoes,danceability,energy,valence,acousticness,speechiness,liveness,bpm,tom,modo,explicito,selo
TRK00175,Ditto,TXT,K-Pop,2013,210020,38,413.3,0.533,0.827,0.704,0.414,0.232,0.213,115,B,Maior,Sim,Interscope
TRK00176,Memories Bright,Future,Hip-Hop,2022,258504,92,1105.5,0.923,0.79,0.156,0.347,0.203,0.34,76,F#,Menor,Sim,Sony Music
TRK00177,Closer Hold,Billie Eilish,Pop,2024,197981,77,874.9,0.708,0.766,0.556,0.021,0.152,0.265,105,D,Maior,Não,Def Jam
TRK00178,Light,Selena Gomez,Pop,2022,144695,100,1139.1,0.585,0.836,0.362,0.414,0.22,0.059,123,G#,Maior,Não,Capitol Records
TRK00179,Tears Mine,Giveon,R&B,2024,198158,86,1082.2,0.656,0.857,0.379,0.259,0.063,0.32,85,B,Maior,Não,Warner Music
TRK00180,Imposible,Bad Bunny,Latin,2023,219553,64,863.4,0.907,0.857,0.282,0.094,0.282,0.054,141,A,Menor,Não,Republic Records
TRK00181,Te Quiero,Camilo,Latin,2019,218721,39,587.6,0.702,0.791,0.514,0.162,0.124,0.075,129,G,Maior,Não,Republic Records
TRK00182,Yesterday Falling Mine,Nicki Minaj,Hip-Hop,2012,178828,72,830.2,0.79,0.666,0.311,0.307,0.201,0.355,93,D,Maior,Sim,Capitol Records
TRK00183,Sky Star,Mac Miller,Indie,2021,214956,59,665.6,0.431,0.519,0.396,0.101,0.046,0.218,131,C#,Maior,Não,Columbia Records
TRK00184,Angel Maybe,Doja Cat,Hip-Hop,2025,245945,49,556.1,0.794,0.346,0.575,0.116,0.124,0.127,105,F#,Maior,Sim,Capitol Records
TRK00185,After Like,Stray Kids,K-Pop,2020,223033,70,924.0,0.821,0.837,0.804,0.254,0.205,0.401,109,C,Menor,Não,Def Jam
TRK00186,Shine Us,Bruno Mars,Pop,2021,232168,97,1277.8,0.77,0.563,0.389,0.241,0.195,0.344,116,C,Menor,Não,Sony Music
TRK00187,OMG,EXO,K-Pop,2024,231878,33,329.2,0.707,0.952,0.452,0.399,0.211,0.044,126,D,Maior,Não,Independent
TRK00188,Sunshine Today Maybe,Katy Perry,Pop,2020,280806,61,710.6,0.664,0.692,0.447,0.42,0.153,0.144,102,C#,Maior,Sim,RCA Records
TRK00189,Apart Smile,Megan Thee Stallion,Hip-Hop,2018,230108,71,702.4,0.715,0.59,0.245,0.4,0.57,0.086,103,E,Maior,Sim,Capitol Records
TRK00190,Somewhere Cry,Drake,Hip-Hop,2025,225937,57,756.3,0.667,0.53,0.824,0.248,0.08,0.051,90,G,Maior,Sim,Def Jam
TRK00191,Rain Rising,Chris Brown,R&B,2021,185036,78,943.4,0.768,0.421,0.613,0.24,0.207,0.031,115,F,Maior,Sim,Interscope
TRK00192,Bright,Marshmello,Electronic,2015,174351,42,440.0,0.775,0.885,0.666,0.211,0.099,0.056,150,G#,Maior,Sim,Columbia Records
TRK00193,Us,Fall Out Boy,Rock,2021,147761,39,496.8,0.774,0.707,0.252,0.185,0.099,0.139,129,C,Menor,Não,Columbia Records
TRK00194,Summer Pain,Vampire Weekend,Indie,2025,217957,73,882.7,0.404,0.701,0.505,0.199,0.437,0.071,121,F,Menor,Sim,Columbia Records
TRK00195,Star Wild Sunshine,Mac Miller,Indie,2025,250175,86,982.0,0.445,0.664,0.531,0.226,0.478,0.236,136,G,Maior,Não,Sony Music
TRK00196,Fire Feel,Drake,Hip-Hop,2023,184468,83,970.1,0.726,0.739,0.603,0.187,0.133,0.142,101,G#,Menor,Sim,Atlantic Records
TRK00197,Falling Want,Doja Cat,Hip-Hop,2024,187400,48,625.0,0.792,0.69,0.323,0.431,0.425,0.155,97,F,Menor,Não,Universal Music
TRK00198,Everything Never Us,Olivia Rodrigo,Pop,2014,192949,100,1215.9,0.803,0.805,0.714,0.247,0.334,0.141,100,G,Menor,Não,Columbia Records
TRK00199,Crazy Anywhere,Doja Cat,Hip-Hop,2020,225152,91,1151.8,0.788,0.579,0.645,0.319,0.109,0.112,99,D,Menor,Sim,Sony Music
TRK00200,Rising Shining,Kendrick Lamar,Hip-Hop,2019,180813,31,402.6,0.792,0.655,0.287,0.593,0.59,0.279,73,F#,Maior,Sim,Def Jam
TRK00201,Te Quiero,Anitta,Latin,2022,190608,55,691.3,0.684,0.568,0.384,0.035,0.284,0.215,135,F#,Menor,Não,Columbia Records
TRK00202,Alone,Alicia Keys,R&B,2014,215976,92,1091.3,0.651,0.536,0.557,0.071,0.033,0.127,106,F,Maior,Não,Independent
TRK00203,LOVE DIVE,TWICE,K-Pop,2025,270168,58,650.4,0.732,0.699,0.715,0.296,0.056,0.301,105,G,Maior,Não,RCA Records
TRK00204,Better Us,Ed Sheeran,Pop,2012,219415,43,462.5,0.567,0.621,0.734,0.471,0.177,0.124,93,D,Menor,Sim,RCA Records
TRK00205,Likey,SEVENTEEN,K-Pop,2013,222785,38,486.8,0.718,0.856,0.468,0.327,0.15,0.098,126,G#,Menor,Não,Sony Music
TRK00206,Magic Stay,Red Hot Chili Peppers,Rock,2018,267834,66,870.9,0.552,0.859,0.583,0.185,0.037,0.186,151,G,Menor,Não,Universal Music
TRK00207,Heaven Maybe,Luke Combs,Country,2018,187379,79,865.7,0.462,0.709,0.646,0.282,0.096,0.093,127,E,Menor,Não,Republic Records
TRK00208,Maybe,Travis Scott,Hip-Hop,2021,170592,62,711.8,0.89,0.592,0.832,0.156,0.083,0.202,103,G,Maior,Não,Warner Music
TRK00209,Need Lost,Glass Animals,Indie,2025,199438,89,1082.6,0.549,0.518,0.404,0.186,0.051,0.126,107,E,Maior,Não,Capitol Records
TRK00210,Corazón Sola,Nicky Jam,Latin,2012,200386,18,287.6,0.646,0.874,0.521,0.391,0.234,0.348,115,D#,Maior,Sim,Republic Records
TRK00211,Better,Post Malone,Hip-Hop,2025,187787,90,1029.3,0.889,0.735,0.626,0.193,0.41,0.305,101,G,Maior,Sim,Capitol Records
TRK00212,Shining,Beyoncé,R&B,2020,174633,92,992.4,0.421,0.557,0.347,0.423,0.107,0.195,109,B,Menor,Não,Interscope
TRK00213,Body Alone Memories,Alan Walker,Electronic,2022,244569,57,647.3,0.752,0.723,0.796,0.462,0.216,0.303,129,G,Menor,Não,Columbia Records
TRK00214,Bésame Dame,Anitta,Latin,2012,235205,76,999.5,0.63,0.841,0.668,0.246,0.32,0.129,135,D,Menor,Não,Independent
TRK00215,Gone,Major Lazer,Electronic,2025,150152,100,1153.5,0.808,0.819,0.839,0.478,0.667,0.285,131,D,Maior,Não,Capitol Records
TRK00216,Need Shadow,21 Savage,Hip-Hop,2019,227740,72,858.0,0.58,0.716,0.551,0.67,0.089,0.22,92,E,Maior,Não,Atlantic Records
TRK00217,Memories Burning,Summer Walker,R&B,2019,146174,30,407.0,0.631,0.626,0.269,0.119,0.202,0.127,95,G#,Maior,Não,RCA Records
TRK00218,Believe Cry,Kygo,Electronic,2018,198947,49,643.6,0.715,0.822,0.606,0.331,0.07,0.298,121,A,Maior,Não,RCA Records
TRK00219,Fire,Tame Impala,Indie,2017,298169,73,892.8,0.69,0.488,0.99,0.216,0.221,0.327,129,E,Maior,Não,Independent
TRK00220,Bailando,Daddy Yankee,Latin,2022,194154,98,1061.3,0.719,0.876,0.367,0.332,0.181,0.151,138,A#,Menor,Não,Independent
TRK00221,Burning Tomorrow Alone,Muse,Rock,2011,207649,32,423.0,0.489,0.788,0.566,0.094,0.195,0.268,126,F#,Menor,Não,Universal Music
TRK00222,Feel Need,Twenty One Pilots,Rock,2012,242448,82,961.6,0.37,0.702,0.727,0.233,0.146,0.388,152,F,Maior,Sim,Interscope
TRK00223,Angel,Post Malone,Hip-Hop,2016,204189,59,691.1,0.718,0.497,0.318,0.041,0.262,0.427,93,C#,Maior,Sim,Def Jam
TRK00224,Magic Goodbye Touch,Future,Hip-Hop,2018,213939,48,561.0,0.744,0.691,0.551,0.221,0.056,0.202,108,D#,Maior,Não,RCA Records
TRK00225,Sun Shining Night,Linkin Park,Rock,2024,222751,67,833.5,0.472,0.788,0.646,0.439,0.158,0.048,125,G#,Menor,Não,Sony Music
TRK00226,Thunderous,Stray Kids,K-Pop,2025,156832,77,821.5,0.694,0.688,0.356,0.47,0.249,0.153,132,E,Menor,Sim,Columbia Records
TRK00227,Falling Lonely Heart,Major Lazer,Electronic,2019,315507,58,663.7,0.868,0.643,0.664,0.427,0.23,0.524,88,E,Menor,Não,Sony Music
TRK00228,Despacito,Anitta,Latin,2025,203612,93,1130.7,0.814,0.885,0.486,0.146,0.115,0.032,126,F,Menor,Não,RCA Records
TRK00229,Apart Dancing Cry,Bruno Mars,Pop,2022,149154,68,723.4,0.728,0.701,0.821,0.146,0.389,0.023,94,D,Maior,Não,Independent
TRK00230,Soul Better,Muse,Rock,2017,93821,55,546.7,0.621,0.787,0.761,0.386,0.284,0.117,134,G#,Menor,Não,Warner Music
TRK00231,Sunshine,Calvin Harris,Electronic,2021,186143,84,1023.7,0.69,0.893,0.445,0.144,0.16,0.032,123,G#,Menor,Não,Columbia Records
TRK00232,Touch Laugh,Katy Perry,Pop,2012,185602,35,462.2,0.851,0.773,0.464,0.085,0.474,0.109,125,A,Menor,Não,Columbia Records
TRK00233,Mind Burning Today,Diplo,Electronic,2018,221745,42,560.2,0.775,0.686,0.857,0.308,0.291,0.099,114,A#,Maior,Não,Universal Music
TRK00234,Reggaetón Bailando,Myke Towers,Reggaeton,2017,186436,48,577.6,0.916,0.76,0.319,0.357,0.033,0.281,133,A#,Maior,Sim,RCA Records
TRK00235,Loco,Rauw Alejandro,Latin,2016,131362,80,1063.1,0.773,0.802,0.319,0.125,0.227,0.243,108,F#,Maior,Não,Independent
TRK00236,Body,Mac DeMarco,Indie,2011,110306,40,455.7,0.449,0.583,0.441,0.111,0.02,0.187,80,G,Menor,Não,Sony Music
TRK00237,Nothing Light,The Weeknd,Rock,2017,233036,69,892.3,0.532,0.892,0.425,0.242,0.125,0.248,132,B,Maior,Não,RCA Records
TRK00238,Vida,Rosalía,Latin,2022,224091,28,403.5,0.71,0.746,0.766,0.254,0.162,0.277,124,F#,Menor,Não,Independent
TRK00239,God's Menu,aespa,K-Pop,2023,260617,63,786.0,0.61,0.564,0.381,0.328,0.08,0.097,123,A#,Menor,Não,Columbia Records
TRK00240,Dancing Soul,SZA,R&B,2021,201499,71,917.7,0.798,0.622,0.59,0.259,0.089,0.15,64,E,Menor,Não,Atlantic Records
TRK00241,Loco,Manuel Turizo,Latin,2017,141653,75,930.8,0.875,0.985,0.783,0.284,0.254,0.152,135,B,Menor,Não,Columbia Records
TRK00242,We Need Rain,Nicki Minaj,Hip-Hop,2012,235508,42,429.8,0.795,0.758,0.59,0.382,0.214,0.037,74,B,Maior,Sim,Atlantic Records
TRK00243,Star Closer,Post Malone,Hip-Hop,2015,237020,62,741.0,0.836,0.851,0.765,0.16,0.061,0.185,82,E,Menor,Não,Republic Records
TRK00244,Magic Sky,Adele,Pop,2025,229563,93,1184.7,0.581,0.827,0.363,0.328,0.284,0.092,109,D#,Maior,Não,Independent
TRK00245,Today Tonight,Harry Styles,Pop,2022,248904,57,691.9,0.689,0.846,0.768,0.367,0.121,0.44,121,C,Maior,Não,Independent
TRK00246,Star Run Falling,Panic! At The Disco,Rock,2023,205411,53,649.2,0.538,0.774,0.504,0.384,0.186,0.1,133,C,Maior,Não,Columbia Records
TRK00247,Free,SZA,R&B,2010,200228,46,553.7,0.723,0.468,0.594,0.171,0.216,0.185,82,D,Maior,Não,Interscope
TRK00248,Loco,Zion & Lennox,Reggaeton,2019,214169,63,765.5,0.735,0.883,0.353,0.202,0.243,0.108,127,C,Menor,Não,Atlantic Records
TRK00249,Falling Tomorrow,David Guetta,Electronic,2024,264991,34,392.1,0.755,0.893,0.896,0.128,0.168,0.233,127,G,Maior,Não,Independent
TRK00250,Young Stay,Mitski,Indie,2023,251460,41,459.6,0.558,0.504,0.05,0.27,0.071,0.14,137,G,Menor,Não,Columbia Records
TRK00251,Suelta Vida,Bad Bunny,Latin,2024,186098,82,1116.9,0.936,0.655,0.257,0.042,0.486,0.188,124,A#,Menor,Não,Warner Music
TRK00252,Beautiful Everything,Florence + The Machine,Indie,2021,232269,78,838.1,0.503,0.409,0.39,0.519,0.277,0.092,119,D,Menor,Sim,Independent
TRK00253,Heaven,Kanye West,Hip-Hop,2014,159679,38,379.7,0.823,0.762,0.757,0.524,0.076,0.139,105,E,Menor,Sim,Interscope
TRK00254,Heaven,21 Savage,Hip-Hop,2010,160108,67,801.7,0.845,0.713,0.51,0.232,0.137,0.257,92,D#,Maior,Sim,Independent
TRK00255,Goodbye Everything,Daniel Caesar,R&B,2025,229603,67,756.6,0.735,0.618,0.457,0.194,0.274,0.19,86,B,Menor,Não,Independent
TRK00256,Reggaetón,Sebastián Yatra,Latin,2022,209923,96,1134.9,0.907,0.802,0.54,0.101,0.098,0.21,110,D,Menor,Não,Republic Records
TRK00257,Somewhere Apart,Charlie Puth,Pop,2014,289954,62,759.7,0.903,0.68,0.667,0.255,0.258,0.223,105,A#,Maior,Não,Def Jam
TRK00258,Mi Amor,Sebastián Yatra,Latin,2014,250928,61,749.5,0.685,0.775,0.709,0.371,0.255,0.125,137,C#,Maior,Não,Capitol Records
TRK00259,Body Lonely,Bruno Mars,Pop,2019,205947,28,290.9,0.491,0.519,0.537,0.513,0.142,0.053,124,G#,Menor,Não,Warner Music
TRK00260,Beautiful Dark Maybe,Ed Sheeran,Pop,2025,128242,78,921.1,0.56,0.615,0.231,0.124,0.394,0.321,114,G#,Menor,Não,Universal Music
TRK00261,Shining Night We,Imagine Dragons,Rock,2018,172411,73,827.4,0.689,0.777,0.686,0.17,0.059,0.056,98,B,Maior,Não,Atlantic Records
TRK00262,Need Lost Together,Calvin Harris,Electronic,2017,191413,70,848.9,0.888,0.735,0.565,0.384,0.022,0.103,115,C#,Menor,Não,Universal Music
TRK00263,Sunshine Somewhere,Harry Styles,Pop,2021,184539,57,686.7,0.706,0.619,0.495,0.379,0.053,0.167,124,F#,Menor,Não,Columbia Records
TRK00264,Mine Crazy Together,Tim McGraw,Country,2021,260283,51,640.5,0.456,0.678,0.347,0.076,0.08,0.214,100,F,Maior,Não,Warner Music
TRK00265,Bright Memories Stronger,Bruno Mars,Pop,2017,193011,71,769.4,0.75,0.724,0.7,0.319,0.095,0.146,111,E,Menor,Não,Universal Music
TRK00266,Lonely Mine Broken,Summer Walker,R&B,2015,151978,81,1049.6,0.744,0.661,0.319,0.396,0.083,0.058,87,D,Menor,Não,Republic Records
TRK00267,Dream,Katy Perry,Pop,2024,213916,80,949.0,0.61,0.804,0.322,0.367,0.152,0.021,130,C,Maior,Não,Independent
TRK00268,Maybe,Kendrick Lamar,Hip-Hop,2025,217529,86,1090.2,0.75,0.798,0.27,0.375,0.318,0.12,109,C,Maior,Não,RCA Records
TRK00269,Te Quiero,Daddy Yankee,Latin,2016,252351,85,986.8,0.796,0.848,0.323,0.251,0.259,0.167,124,C,Maior,Não,Republic Records
TRK00270,Body Feel,Avicii,Electronic,2020,262348,27,365.0,0.662,0.663,0.573,0.626,0.221,0.151,141,A#,Menor,Não,RCA Records
TRK00271,Shadow Stronger,"Tyler, The Creator",Hip-Hop,2013,174901,51,615.4,0.51,0.688,0.224,0.313,0.104,0.08,121,C,Maior,Sim,Interscope
TRK00272,Sky Need Mine,H.E.R.,R&B,2022,221393,68,846.5,0.681,0.521,0.448,0.567,0.053,0.043,96,F#,Menor,Não,Capitol Records
TRK00273,Lonely Today,Harry Styles,Pop,2025,202451,35,418.7,0.773,0.765,0.99,0.657,0.382,0.213,128,E,Maior,Não,Republic Records
TRK00274,Soul,MGMT,Indie,2020,227167,61,750.4,0.675,0.517,0.485,0.307,0.198,0.256,120,G#,Maior,Não,Interscope
TRK00275,Kiss Crazy,OneRepublic,Rock,2020,210128,82,1123.5,0.409,0.758,0.239,0.284,0.146,0.26,137,C#,Maior,Não,Def Jam
TRK00276,Alone,Harry Styles,Pop,2025,180582,73,918.4,0.697,0.845,0.675,0.371,0.324,0.094,120,A,Maior,Não,Republic Records
TRK00277,Burning Heart,Paramore,Rock,2024,257629,100,1164.6,0.58,0.788,0.59,0.121,0.062,0.269,133,B,Maior,Não,Republic Records
TRK00278,Loco Vida,Camilo,Latin,2021,180607,74,923.0,0.647,0.767,0.42,0.387,0.169,0.169,113,G#,Menor,Não,Interscope
TRK00279,Te Quiero,Daddy Yankee,Latin,2023,191972,53,635.3,0.725,0.734,0.657,0.469,0.176,0.546,118,F,Menor,Não,Columbia Records
TRK00280,Feel Higher Yours,Muse,Rock,2021,163293,48,452.4,0.551,0.587,0.99,0.287,0.363,0.083,111,A,Maior,Não,Columbia Records
TRK00281,Fiesta,Bad Bunny,Latin,2019,253638,30,334.3,0.77,0.802,0.461,0.205,0.13,0.114,127,F#,Menor,Não,RCA Records
TRK00282,Mine Mind,Olivia Rodrigo,Pop,2019,227426,70,793.5,0.762,0.63,0.603,0.11,0.366,0.196,112,A#,Menor,Não,Republic Records
TRK00283,Moon Tomorrow Believe,Megan Thee Stallion,Hip-Hop,2011,242434,46,684.7,0.779,0.589,0.31,0.525,0.062,0.388,87,B,Menor,Sim,Columbia Records
TRK00284,Bright,Katy Perry,Pop,2018,225665,44,495.7,0.718,0.801,0.382,0.313,0.197,0.25,116,C#,Maior,Não,Universal Music
TRK00285,Bésame Noche,Daddy Yankee,Latin,2016,148918,49,609.7,0.74,0.718,0.672,0.035,0.069,0.069,120,C,Maior,Não,Sony Music
TRK00286,Cry,Martin Garrix,Electronic,2017,248724,89,1092.9,0.883,0.99,0.69,0.153,0.078,0.091,110,A,Menor,Não,Independent
TRK00287,Lonely,The Weeknd,R&B,2022,254833,77,874.7,0.628,0.622,0.413,0.34,0.13,0.166,69,C,Menor,Não,Capitol Records
TRK00288,Light,Avicii,Electronic,2019,203207,83,1008.6,0.719,0.702,0.797,0.14,0.051,0.291,121,D,Maior,Não,Independent
TRK00289,Shine Young,Dan + Shay,Country,2020,145619,72,924.0,0.51,0.432,0.795,0.311,0.141,0.36,118,F,Menor,Não,RCA Records
TRK00290,Everything Tomorrow,Lana Del Rey,Indie,2020,174073,64,774.8,0.509,0.22,0.557,0.319,0.143,0.056,75,B,Maior,Não,RCA Records
TRK00291,Dream,Megan Thee Stallion,Hip-Hop,2013,182403,67,830.8,0.754,0.622,0.065,0.118,0.482,0.15,90,F#,Menor,Sim,Sony Music
TRK00292,Crazy Sun,Taylor Swift,Pop,2025,210763,48,445.3,0.761,0.633,0.426,0.074,0.28,0.494,109,F,Maior,Não,Interscope
TRK00293,Broken,Tim McGraw,Country,2021,253684,87,964.0,0.432,0.705,0.424,0.539,0.185,0.301,106,B,Menor,Não,Republic Records
TRK00294,Dancing,"Tyler, The Creator",Hip-Hop,2016,198650,76,910.8,0.674,0.755,0.679,0.438,0.176,0.299,84,C,Maior,Sim,Capitol Records
TRK00295,Dynamite,SEVENTEEN,K-Pop,2023,151732,100,1320.0,0.658,0.542,0.634,0.285,0.223,0.191,129,B,Menor,Não,Republic Records
TRK00296,Spring Day,NewJeans,K-Pop,2011,255599,45,547.5,0.87,0.567,0.83,0.193,0.144,0.025,132,F#,Menor,Não,RCA Records
TRK00297,Crazy Light,Green Day,Rock,2021,188713,74,972.4,0.596,0.821,0.05,0.118,0.309,0.176,119,F#,Maior,Sim,Columbia Records
TRK00298,Touch Dance Angel,Vampire Weekend,Indie,2020,161656,60,711.5,0.615,0.359,0.42,0.015,0.298,0.098,112,F,Menor,Não,Def Jam
TRK00299,Crazy Cry Rising,Red Hot Chili Peppers,Rock,2025,281970,61,709.0,0.653,0.755,0.466,0.237,0.311,0.147,138,C#,Menor,Não,Republic Records
TRK00300,Us Feel,Charlie Puth,Pop,2013,231669,24,355.6,0.829,0.61,0.592,0.349,0.086,0.422,137,C,Menor,Sim,Columbia Records
TRK00301,Summer Memories,Muse,Rock,2019,235957,64,809.4,0.433,0.821,0.678,0.421,0.14,0.09,121,G,Menor,Não,Sony Music
TRK00302,Apart Beautiful,Ariana Grande,Pop,2022,192122,75,877.1,0.734,0.649,0.307,0.367,0.043,0.113,119,F,Menor,Não,RCA Records
TRK00303,Crazy Soul Magic,Harry Styles,Pop,2020,270231,61,790.2,0.819,0.885,0.499,0.136,0.245,0.168,109,A#,Menor,Não,RCA Records
TRK00304,Angel Sun,Billie Eilish,Pop,2023,203240,37,441.0,0.777,0.709,0.587,0.14,0.199,0.158,97,F#,Menor,Sim,Warner Music
TRK00305,Better,Fall Out Boy,Rock,2023,159997,83,962.4,0.589,0.875,0.623,0.115,0.08,0.132,108,B,Menor,Não,Atlantic Records
TRK00306,Summer Sunshine Burning,The Chainsmokers,Electronic,2020,132808,52,639.0,0.748,0.96,0.905,0.111,0.244,0.064,131,F,Menor,Não,Universal Music
TRK00307,Kiss Always Tears,Vampire Weekend,Indie,2023,209514,72,944.7,0.551,0.328,0.263,0.299,0.023,0.05,105,A,Maior,Não,Warner Music
TRK00308,Feel Rising Moon,Arctic Monkeys,Rock,2014,204042,65,747.4,0.611,0.786,0.435,0.1,0.123,0.02,102,F,Menor,Não,RCA Records
TRK00309,Better Stay Mind,Doja Cat,Hip-Hop,2018,194937,77,947.9,0.74,0.724,0.507,0.334,0.277,0.257,94,G#,Maior,Sim,Republic Records
TRK00310,Bailando Te Quiero,Rosalía,Latin,2015,224470,56,668.6,0.806,0.778,0.493,0.411,0.436,0.063,129,E,Maior,Não,Republic Records
TRK00311,Sun Sunshine Burning,Lord Huron,Indie,2024,194696,70,766.0,0.464,0.508,0.832,0.167,0.283,0.129,126,D,Menor,Não,Republic Records
TRK00312,Tears Star Pain,Lana Del Rey,Indie,2018,173892,32,360.6,0.601,0.302,0.743,0.165,0.233,0.135,104,B,Menor,Não,Interscope
TRK00313,Lonely Tears,Alan Walker,Electronic,2016,217337,57,800.5,0.836,0.716,0.289,0.371,0.082,0.134,128,C#,Maior,Não,Independent
TRK00314,Laugh Fire,Khalid,R&B,2020,196819,67,796.5,0.51,0.772,0.516,0.133,0.137,0.108,91,A#,Menor,Não,RCA Records
TRK00315,I AM,SEVENTEEN,K-Pop,2021,116473,36,326.1,0.81,0.873,0.382,0.013,0.213,0.379,121,C#,Menor,Sim,Interscope
TRK00316,Maybe Yours,21 Savage,Hip-Hop,2012,221640,36,398.1,0.64,0.748,0.466,0.025,0.311,0.308,97,A#,Maior,Sim,Interscope
TRK00317,Summer Rising Somewhere,Drake,Hip-Hop,2013,174384,41,512.1,0.813,0.541,0.37,0.02,0.126,0.041,118,B,Maior,Sim,Sony Music
TRK00318,Higher Shadow Star,J. Cole,Hip-Hop,2013,174160,13,135.0,0.786,0.541,0.354,0.056,0.02,0.029,114,G,Menor,Sim,Columbia Records
TRK00319,Stay,Eminem,Hip-Hop,2025,154376,20,192.9,0.605,0.782,0.788,0.494,0.326,0.324,89,A#,Maior,Não,Universal Music
TRK00320,Shadow Free,Rihanna,R&B,2025,280907,84,1018.0,0.806,0.599,0.371,0.636,0.346,0.251,91,G#,Menor,Não,Capitol Records
TRK00321,I AM,Stray Kids,K-Pop,2024,220148,84,990.5,0.61,0.632,0.699,0.161,0.02,0.07,130,D,Menor,Não,Interscope
TRK00322,Maybe Joy,Green Day,Rock,2020,193849,62,780.2,0.609,0.863,0.783,0.127,0.193,0.082,112,B,Maior,Não,Interscope
TRK00323,Body,Doja Cat,Hip-Hop,2022,298336,29,365.6,0.691,0.489,0.99,0.315,0.262,0.146,91,G#,Maior,Não,Sony Music
TRK00324,Stay Heaven Moon,Kanye West,Hip-Hop,2023,161936,51,643.1,0.774,0.708,0.875,0.51,0.097,0.224,80,F,Menor,Não,Capitol Records
TRK00325,Need,Chris Brown,R&B,2021,198603,74,817.3,0.744,0.427,0.25,0.554,0.134,0.044,103,A,Maior,Não,Columbia Records
TRK00326,Laugh Joy,Bon Iver,Indie,2022,219050,77,870.6,0.877,0.579,0.743,0.265,0.139,0.031,112,F,Maior,Não,Sony Music
TRK00327,Yours Rain,Kendrick Lamar,Hip-Hop,2020,185361,49,633.0,0.648,0.564,0.668,0.284,0.322,0.208,97,A,Maior,Sim,Capitol Records
TRK00328,Moon Lonely,Skrillex,Electronic,2018,225606,77,894.2,0.807,0.95,0.755,0.566,0.15,0.216,125,D,Maior,Não,Independent
TRK00329,Feel Maybe,Arctic Monkeys,Rock,2013,196347,52,604.0,0.614,0.846,0.383,0.629,0.038,0.347,127,F,Maior,Sim,RCA Records
TRK00330,Soul Light Sun,Maroon 5,Rock,2016,179370,46,589.5,0.539,0.766,0.557,0.326,0.136,0.176,140,F#,Menor,Não,Interscope
TRK00331,Stronger,Coldplay,Rock,2013,165958,64,747.4,0.414,0.815,0.763,0.693,0.422,0.215,107,D#,Menor,Sim,Atlantic Records
TRK00332,Apart Dark Stay,Justin Bieber,Pop,2024,228490,60,550.1,0.577,0.676,0.74,0.556,0.028,0.134,106,G#,Menor,Sim,RCA Records
TRK00333,Never,Alan Walker,Electronic,2011,256383,64,794.9,0.779,0.868,0.506,0.309,0.501,0.134,132,F#,Maior,Não,Capitol Records
TRK00334,Noche,Sebastián Yatra,Latin,2017,150703,36,566.3,0.75,0.632,0.162,0.257,0.121,0.257,126,F,Maior,Não,Universal Music
TRK00335,Higher Joy,Coldplay,Rock,2022,172441,19,219.0,0.666,0.749,0.941,0.33,0.122,0.409,90,A,Menor,Não,Columbia Records
TRK00336,Higher Forever,Dua Lipa,Pop,2019,189582,65,749.8,0.662,0.523,0.297,0.037,0.451,0.146,133,E,Maior,Não,RCA Records
TRK00337,Rising Body,21 Savage,Hip-Hop,2019,232426,68,794.2,0.661,0.453,0.311,0.14,0.099,0.046,95,G#,Maior,Não,Atlantic Records
TRK00338,Forever Dancing Memories,Shawn Mendes,Pop,2019,251753,81,973.6,0.698,0.822,0.708,0.125,0.106,0.382,82,B,Menor,Não,Warner Music
TRK00339,Moon Rain Body,Lord Huron,Indie,2021,167751,83,1025.6,0.492,0.219,0.281,0.145,0.147,0.111,142,F#,Menor,Não,Independent
TRK00340,Everything,Red Hot Chili Peppers,Rock,2015,179021,70,880.2,0.504,0.99,0.534,0.313,0.142,0.396,109,B,Menor,Não,Capitol Records
TRK00341,Pain Love,Fall Out Boy,Rock,2020,236600,29,406.7,0.611,0.824,0.686,0.218,0.244,0.224,101,G,Menor,Não,Sony Music
TRK00342,Closer Anywhere Sun,Lord Huron,Indie,2023,244447,44,536.3,0.388,0.861,0.688,0.05,0.085,0.206,99,E,Menor,Não,Atlantic Records
TRK00343,Hold Sky Fire,Marshmello,Electronic,2023,148103,66,782.1,0.885,0.664,0.492,0.239,0.197,0.091,119,G,Maior,Não,Sony Music
TRK00344,Never Tomorrow,Selena Gomez,Pop,2025,248934,45,594.5,0.762,0.501,0.527,0.13,0.465,0.29,102,F#,Maior,Não,Universal Music
TRK00345,Reggaetón,Don Omar,Reggaeton,2017,230256,76,916.3,0.891,0.979,0.09,0.177,0.233,0.116,122,F,Menor,Sim,Atlantic Records
TRK00346,Sky We,Sabrina Carpenter,Pop,2013,199743,31,319.3,0.566,0.851,0.297,0.255,0.412,0.106,123,B,Maior,Não,Independent
TRK00347,Love,Coldplay,Rock,2022,221862,76,898.3,0.506,0.83,0.817,0.226,0.237,0.269,135,D,Maior,Não,Republic Records
TRK00348,Heart,Zedd,Electronic,2018,219110,71,909.4,0.648,0.857,0.267,0.082,0.02,0.123,114,F#,Maior,Não,Columbia Records
TRK00349,Beautiful Summer Feel,Maroon 5,Rock,2017,154151,37,534.8,0.644,0.69,0.458,0.445,0.17,0.332,109,D,Menor,Não,Columbia Records
